Category,Title,Label,Date,URL,Content
culture,فيديو السحابة التي لها شكل تنين يأكل الشمس مُعدل وليس حقيقيًّا,fake,24 أغسطس 2023,https://misbar.com/factcheck/2023/08/24/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A7%D9%84%D8%B3%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D8%AA%D9%8A-%D9%84%D9%87%D8%A7-%D8%B4%D9%83%D9%84-%D8%AA%D9%86%D9%8A%D9%86-%D9%8A%D8%A3%D9%83%D9%84-%D8%A7%D9%84%D8%B4%D9%85%D8%B3-%D9%85%D8%B9%D8%AF%D9%84-%D9%88%D9%84%D9%8A%D8%B3-%D8%AD%D9%82%D9%8A%D9%82%D9%8A%D8%A7,تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادعت أنه يُظهر سحابة في سماء الصين، تشكلت على هيئة تنين يأكل الشمس. مقطع متداول لسحابة في الصين تشكلت بهذا الشكل pic.twitter.com/HPdBrcZ8Cn
culture,نجوى كرم ليست أول فنانة عربية تسجّل رقمًا قياسيًّا في غينيس,fake,29 يوليو 2023,https://misbar.com/factcheck/2023/07/29/%D9%86%D8%AC%D9%88-%D9%83%D8%B1%D9%85-%D9%84%D9%8A%D8%B3%D8%AA-%D8%A3%D9%88%D9%84-%D9%81%D9%86%D8%A7%D9%86%D8%A9-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%AA%D8%B3%D8%AC%D9%84-%D8%B1%D9%82%D9%85%D8%A7-%D9%82%D9%8A%D8%A7%D8%B3%D9%8A%D8%A7-%D9%81%D9%8A-%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9-%D8%BA%D9%8A%D9%86%D9%8A%D8%B3,تتداول مواقع إلكترونية وحسابات على مواقع التواصل الاجتماعي، حديثًا، ادّعاءً مفاده أن الفنانة اللبنانية نجوى كرم هي أول فنانة عربية تدخل موسوعة غينيس بعد تسجيلها رقمًا قياسيًا عالميًا بأطول رداء في العالم.
culture,فيلم أوبنهايمر لم يحصل على تقييم 101 على موقع روتن توميتوز,fake,11 يوليو 2023,https://misbar.com/factcheck/2023/07/11/%D9%81%D9%8A%D9%84%D9%85-%D8%A3%D9%88%D8%A8%D9%86%D9%87%D8%A7%D9%8A%D9%85%D8%B1-%D9%84%D9%85-%D9%8A%D8%AD%D8%B5%D9%84-%D8%B9%D9%84-%D8%AA%D9%82%D9%8A%D9%8A%D9%85-101-%D8%B9%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%B1%D9%88%D8%AA%D9%86-%D8%AA%D9%88%D9%85%D9%8A%D8%AA%D9%88%D8%B2,تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، خبرًا يدعي ناشروه أن فيلم كريستوفر نولان الجديد المترقب حقق العلامة فوق الكاملة ونال تقييم 101 في المئة، على موقع روتن توميتوز السينمائي المخصص للنقاد، ليكون بذلك الفيلم الأول في التاريخ الذي يفعل ذلك. وأرفق بعض الناشرين صورة على أنها لقطة لتقييم الفيلم على الموقع.
culture,دولبي لم تخصص صالاتها لعرض فيلم باربي فقط,fake,11 يوليو 2023,https://misbar.com/factcheck/2023/07/11/%D8%B3%D9%8A%D9%86%D9%85%D8%A7%D8%AA-dolby-%D9%84%D9%85-%D8%AA%D8%AE%D8%B5%D8%B5-%D8%B5%D8%A7%D9%84%D8%A7%D8%AA%D9%87%D8%A7-%D9%84%D8%B9%D8%B1%D8%B6-%D9%81%D9%8A%D9%84%D9%85-%D8%A8%D8%A7%D8%B1%D8%A8%D9%8A-%D9%81%D9%82%D8%B7-%D8%AF%D9%88%D9%86%D8%A7-%D8%B9%D9%86-%D8%A7%D9%84%D8%A3%D9%81%D9%84%D8%A7%D9%85-%D8%A7%D9%84%D8%A3%D8%AE%D8%B1,تتداول صفحات على مواقع التواصل الاجتماعي، حديثًا، خبرًا يدعي ناشروه أنّ صالات عرض Dolby في الولايات المتحدة، ستخصص جميع شاشاتها لعرض فيلم باربي فقط، ولن تعرض أي فيلم آخر، وذلك بسبب الضغط الكبير على شراء تذاكر الفيلم.  فيما أرفق بعض الناشرين صورة تجمع فيلم باربي مع فيلم أوبنهايمر، الذي سيُعرض في اليوم نفسه، 21 يوليو/حزيران الجاري.
culture,نيتفلكس لم تطلق مسابقة تصميم فاز بها شاب سوري,fake,13 يونيو 2023,https://misbar.com/factcheck/2023/06/13/%D9%86%D9%8A%D8%AA%D9%81%D9%84%D9%83%D8%B3-%D9%84%D9%85-%D8%AA%D8%B7%D9%84%D9%82-%D9%85%D8%B3%D8%A7%D8%A8%D9%82%D8%A9-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%81%D8%A7%D8%B2-%D8%A8%D9%87%D8%A7-%D8%B4%D8%A7%D8%A8-%D8%B3%D9%88%D8%B1%D9%8A,"تداولت مواقع إلكترونية وصفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، خبرًا مفاده أنّ الشاب السوري ليث المبيض، فاز بمسابقة التصميم التي افتتحتها شركة نيتفلكس في 15 مايو/أيار الفائت. ونشر الشاب على حسابه في موقع فيسبوك صورة يدّعي أنها رسالة بريد إلكتروني وصلته من قسم الموارد البشرية في شبكة نيتفلكس، يُبلغه فيها بفوزه بمسابقة تصميم إعلان لفيلم الرعب The Woman Killer، الذي تدور أحداثه حول قصة (قاتلة في مدينة الزومبي). وضمت المسابقة حسب منشوره، ثلاثة مصممين أميركيين ومصممَين مصريين وآخرين هنود، واصفًا ذلك بـ ""واحد من أفضل النجاحات التي حققها طوال حياته"". وأوضح الشاب أنّ نيتفلكس زودت المتسابقين بصورة لبطلة الفيلم وعنوانه دون أي معلومات أخرى. وتركت المجال للمصممين ولإبداعاتهم، فيما ستعلن شبكة البث عن عرض الفيلم قريبًا على قنوات MBC وعلى موقعها."
culture,الفيديو قديم وليس من آخر ظهور للفنان عادل إمام,fake,22 مايو 2023,https://misbar.com/factcheck/2023/05/22/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D9%85%D9%86-%D8%A2%D8%AE%D8%B1-%D8%B8%D9%87%D9%88%D8%B1-%D9%84%D9%84%D9%81%D9%86%D8%A7%D9%86-%D8%B9%D8%A7%D8%AF%D9%84-%D8%A5%D9%85%D8%A7%D9%85,تتداول مواقع إعلامية وحسابات على موقع تويتر، حديثًا، مقطع فيديو ادّعت أنّه لأحدث ظهور للفنّان عادل إمام بعد غياب لسنوات طويلة، وذلك برفقة الفنانة المصرية منى ممدوح، احتفالًا بمناسبة يوم ميلاده الـ83. أول ظهور للزعيم عادل إمام بعد غياب سنوات طويلة❤️.pic.twitter.com/uHZBQMOHg4
culture,الصور مولدة بالذكاء الاصطناعي وليست لزواج إيلون ماسك من روبوت,fake,15 مايو 2023,https://misbar.com/factcheck/2023/05/15/%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D9%85%D9%88%D9%84%D8%AF%D8%A9-%D8%A8%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D8%B2%D9%88%D8%A7%D8%AC-%D8%A5%D9%8A%D9%84%D9%88%D9%86-%D9%85%D8%A7%D8%B3%D9%83-%D9%85%D9%86-%D8%B1%D9%88%D8%A8%D9%88%D8%AA,تتداول صفحات وحسابات على موقعي التواصل الاجتماعي فيسبوك وتويتر، حديثًا، صورة ادّعى ناشروها أنّه لزواج إيلون ماسك من أول روبوت صنعه يدعى كتانيلا.
culture,نتفلكس لم تغير تصنيف مسلسل الملكة كليوباترا من وثائقي إلى خيالي,fake,28 أبريل 2023,https://misbar.com/factcheck/2023/04/28/%D9%86%D8%AA%D9%81%D9%84%D9%8A%D9%83%D8%B3-%D9%84%D9%85-%D8%AA%D8%BA%D9%8A%D8%B1-%D8%AA%D8%B5%D9%86%D9%8A%D9%81-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D8%A7%D9%84%D9%85%D9%84%D9%83%D8%A9-%D9%83%D9%84%D9%8A%D9%88%D8%A8%D8%A7%D8%AA%D8%B1%D8%A7-%D9%85%D9%86-%D9%88%D8%AB%D8%A7%D8%A6%D9%82%D9%8A-%D8%A5%D9%84-%D8%AE%D9%8A%D8%A7%D9%84%D9%8A,تتداول مواقع وصحف عربية وحسابات على مواقع التواصل الاجتماعي، حديثًا، خبرًا ادّعى أن منصة نتفلكس غيّرت تصنيف مسلسل الملكة كليوباترا المثير للجدل من وثائقي إلى خيالي، وذلك استجابةً لحملة الضغط والانتقادات التي تعرّضت لها المنصة من الجمهور المصري على مواقع التواصل الاجتماعي وفي الإعلام، في محاولة منها لاحتواء هذا الغضب والحفاظ على مسلسلها. فيما أرجعت بعض المواقع هذا التغيير المزعوم إلى ما قاله الإعلامي باسم يوسف خلال مداخلته في برنامج Piers Morgan Uncensored الذي يقدمه المذيع البريطاني الشهير بيرس مورجان.
culture,الفيديو قديم ولم يتحدث فيه باسم ياخور عن مسلسل ابتسم أيّها الجنرال,fake,7 أبريل 2023,https://misbar.com/factcheck/2023/04/07/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%85-%D9%8A%D8%AA%D8%AD%D8%AF%D8%AB-%D9%81%D9%8A%D9%87-%D8%A8%D8%A7%D8%B3%D9%85-%D9%8A%D8%A7%D8%AE%D9%88%D8%B1-%D8%B9%D9%86-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D8%A7%D8%A8%D8%AA%D8%B3%D9%85-%D8%A3%D9%8A%D9%87%D8%A7-%D8%A7%D9%84%D8%AC%D9%86%D8%B1%D8%A7%D9%84,تتداول حسابات على موقع التواصل الاجتماعي تيك توك، حديثًا، مقطع فيديو ادّعت أنّه من لقاء حديث للممثل السوري باسم ياخور يتحدث فيه عن رأيه في مسلسل ابتسم أيّها الجنرال.
culture,لقاء قديم لمكسيم خليل ولا يتحدث فيه عن كلفة مسلسل ابتسم أيها الجنرال,fake,5 أبريل 2023,https://misbar.com/factcheck/2023/04/05/%D9%84%D9%82%D8%A7%D8%A1-%D9%82%D8%AF%D9%8A%D9%85-%D9%84%D9%85%D9%83%D8%B3%D9%8A%D9%85-%D8%AE%D9%84%D9%8A%D9%84-%D9%88%D9%84%D8%A7-%D9%8A%D8%AA%D8%AD%D8%AF%D8%AB-%D9%81%D9%8A%D9%87-%D8%B9%D9%86-%D9%83%D9%84%D9%81%D8%A9-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D8%A7%D8%A8%D8%AA%D8%B3%D9%85-%D8%A3%D9%8A%D9%87%D8%A7-%D8%A7%D9%84%D8%AC%D9%86%D8%B1%D8%A7%D9%84,تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادّعت أنّه من لقاء حديث للممثل السوري مكسيم خليل، يتحدث فيه عن كلفة مسلسل ابتسم أيها الجنرال الذي يعرض في شهر رمضان الجاري.
culture,لقاء قديم لمكسيم خليل وليس خلال عرض مسلسل ابتسم أيها الجنرال,fake,4 أبريل 2023,https://misbar.com/factcheck/2023/04/04/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D9%86-%D9%84%D9%82%D8%A7%D8%A1-%D9%82%D8%AF%D9%8A%D9%85-%D9%84%D9%85%D9%83%D8%B3%D9%8A%D9%85-%D8%AE%D9%84%D9%8A%D9%84-%D9%88%D9%84%D9%8A%D8%B3-%D8%AE%D9%84%D8%A7%D9%84-%D8%B9%D8%B1%D8%B6-%D9%85%D8%B3%D9%84%D8%B3%D9%84-%D8%A7%D8%A8%D8%AA%D8%B3%D9%85-%D8%A3%D9%8A%D9%87%D8%A7-%D8%A7%D9%84%D8%AC%D9%86%D8%B1%D8%A7%D9%84,تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، مقطع فيديو ادّعت أنّه من لقاء حديث للممثل السوري مكسيم خليل، يتحدث فيه عن دوره في مسلسل ابتسم أيها الجنرال الذي يعرض خلال شهر رمضان الجاري، وكيف أصبح معارضًا للنظام السوري.
culture,صورة خالد النبوي بالنظارة من كواليس رسالة الإمام وليست لمشهد في المسلسل,fake,29 مارس 2023,https://misbar.com/factcheck/2023/03/29/%D8%B5%D9%88%D8%B1%D8%A9-%D8%AE%D8%A7%D9%84%D8%AF-%D8%A7%D9%84%D9%86%D8%A8%D9%88%D9%8A-%D8%A8%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D8%B1%D8%A9-%D9%85%D9%86-%D9%83%D9%88%D8%A7%D9%84%D9%8A%D8%B3-%D8%B1%D8%B3%D8%A7%D8%A6%D9%84-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D9%85-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D9%85%D8%B4%D9%87%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D9%84%D8%B3%D9%84,تتداول حسابات وصفحات على مواقع التواصل الاجتماعي، حديثًا، صورة للممثل المصري خالد النبوي الذي يجسد شخصية الإمام الشافعي في مسلسل رسالة الإمام الذي يُعرض حاليًا خلال شهر رمضان، وهو يرتدي نظارة طبية، وادّعت أنها من مشهد عُرض في المسلسل، مؤكدةً أنّ هذا خطأ تاريخي لأنّ الشافعي توفى قبل اختراع النظارات بمئات السنين.
culture,الصورة ليست لمسلمين إسبان في غرناطة بعد إعلان حرية الأديان عام 1967,fake,24 فبراير 2023,https://misbar.com/factcheck/2023/02/24/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D9%85%D8%B3%D9%84%D9%85%D9%8A%D9%86-%D8%A5%D8%B3%D8%A8%D8%A7%D9%86-%D9%81%D9%8A-%D8%BA%D8%B1%D9%86%D8%A7%D8%B7%D8%A9-%D8%A8%D8%B9%D8%AF-%D8%A5%D8%B9%D9%84%D8%A7%D9%86-%D8%AD%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D8%AF%D9%8A%D8%A7%D9%86-%D8%B9%D8%A7%D9%85-1967,تتداول صفحات وحسابات على موقع التواصل الاجتماعي فيسبوك، حديثًا، صورة ادّعت أنّها لمسلمين إسبان في مدينة غرناطة سنة 1971، بعدما أعلن الجنرال فرانكو حاكم إسبانيا حرية الأديان عام 1967، وأعلنت أكثر من 600 عائلة إسبانية عودتها للإسلام عقب تنصيرها بالقوة بعد سقوط الأندلس.
culture,الفيديو معدّل رقميًا وليس لأجسام غريبة تهبط على القمر,fake,22 فبراير 2023,https://misbar.com/factcheck/2023/02/22/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D8%B9%D8%AF%D9%84-%D8%B1%D9%82%D9%85%D9%8A%D8%A7-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A3%D8%AC%D8%B3%D8%A7%D9%85-%D8%BA%D8%B1%D9%8A%D8%A8%D8%A9-%D8%AA%D9%87%D8%A8%D8%B7-%D8%B9%D9%84-%D8%A7%D9%84%D9%82%D9%85%D8%B1,تتداول حسابات وصفحات على موقع التواصل الاجتماعي فيسبوك، حديثًا، مقطع فيديو ادّعت أنّه لأجسام غريبة تهبط على سطح القمر. أحد علماء الفلك لاحظ على وجه الصدفه عندما طان يصور القمر أن جسم غريب يهبط على القمر 😳!pic.twitter.com/vUW10Z1ut9
culture,الصورة مأخوذة من سلسلة أفلام حرب النجوم وليست للمنطاد الصيني,fake,6 فبراير 2023,https://misbar.com/factcheck/2023/02/06/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%85%D8%A3%D8%AE%D9%88%D8%B0%D8%A9-%D9%85%D9%86-%D8%B3%D9%84%D8%B3%D9%84%D8%A9-%D8%A3%D9%81%D9%84%D8%A7%D9%85-%D8%AD%D8%B1%D8%A8-%D8%A7%D9%84%D9%86%D8%AC%D9%88%D9%85-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D9%84%D9%85%D9%86%D8%B7%D8%A7%D8%AF-%D8%A7%D9%84%D8%B5%D9%8A%D9%86%D9%8A,تتداول صفحات وحسابات على مواقع التواصل الاجتماعي، حديثًا، صورةً على أنّها أول صورة مقربة لبالون التجسس الصيني فوق ولاية مونتانا الأميركية.
